id,text
584,Netaş Superonline'dan 5.024.000 Çin Yuanı tutarında sipariş aldı.#netas #TCELL Agrotech BAE'de Dubai merkezli Agrotech Global'in kurulmasına karar verdi.#AgroTech #agrotMeka Beton'un bağlı ortaklığı yurt dışından bir şirketten 370.000 Euro tutarında sipariş aldı.#mekag
585,Sizin menü niye benim istediğim ek paketi söylüyor da onu seçince spotify veya video satıyor? @VodafoneTR @VodafoneDestek
586,Kokusu güzel değil
587,@UPSDestek 6 ya kadar bekliyorum. Mesaide bekliyorum. İns gelir
588,Aslında teslimatta falan hiç sorun yaşamadım üründen de memnundum ve alırken yedek parçasının olmama ihtimali aklıma gelmemişti. Markaya güvenmiştim ama hayal kırıklığı oldu.Birinin kapağı çatladı 3 boy almıştım. Maalesef Türkiye distribütörü kutup ayısı ilgilenmiyormuş gibi yaptı ve çözüm üretmediler. Kapağı para ile bile satın alamadım  kapağın başına bir iş gelince  direk çöp oldu. O yüzden tavsiye etmiyorum.
589,#SüreliNafakaAcilenTorbaya Rant sömürü ve şantaj aracı haline gelmis süresiz nafakadan ne zaman kurtulacağız? Hayattan soğuduk yaşamak istiyoruz!! @adalet_bakanlik @ankarakulisi06 @tcbestepe @mehmetucum @magdurhaklari @jsarieroglu @bybekirbozdag @mustafadinal
590,@blntt68 @TurkNetDestek Hiçbir işe yaradığı yok kopyala yapıştır yapıyor herkese. En yakın zamanda değiştirin internet sağlayıcınızı. Ben de aramaya başladım.
591,Mersin ili Mut ilçesi Evren İlkokulu bahçesinde bu direk duruyor. Öğrenciler için tehlike arz ediyor. Dün çağrı merkezi kayıt açtık ama hala geri dönüş yapılmadı. @enerjisa @toroslardestek
592,Bölgemizde senelerdir voltaj düşüklüğü arızası var. Direk yandı evdeki eşyalar yandı. Defalarca başvuru yaptık ne zararımızı karşıladılar ne de sorunu çözdüler. Gelen ekip bu bölgeye faz düşük geliyor sorun var diyor ama iş emrine sorun yoktur diyor. Yatacak yeriniz yok.
593,Sadece 2 check-in personeli 100 kisi 1 saattir kuyrukta stansted havalimani. 5. Ucusum ve durum hep ayni @flymepegasus @pegasusdestek @ucurbenipegasus
594,Son 4 rakamı 6424 olan kredi kartımdan bilgim olmadan 460 TL yıllık kart aidatı kesilmiştir. 4822 sayılı Kanun ile değişik 4077 sayılı Tüketicinin Korunması Hakkında Kanun'un sözleşmedeki haksız şartlar başlıklı 6. maddesi gereğince bankanızın almakta olduğu üyelik ücreti herhangi bir hizmet karşılığı olmadığı için haksız bir sözleşme şartıdır ve önceden hazırlanmıştır.\n\nT.C. yasalarına göre yapılan bu ücretlendirme 13. Hukuk Dairesi tarafından verilen 2011/47 esas 2011/115 sayılı son karara göre yıllık kart ücreti aidatının iadesi gerekmektedir. Ayrıca Yargıtay Hukuk Genel Kurulu'nun 2010/1-93-88 sayılı kararı uyarınca geriye dönük kesilen kart aidatlarının da iadesi konusunda kesin hüküm bulunmaktadır.\n\nTürk Borçlar Kanunu'nun 27. maddesinin 1. fıkrasında şu ifadelere yer verilmiştir: 'Kanunun emredici hükümlerine ahlaka kamu düzenine kişilik haklarına aykırı veya konusu imkansız olan sözleşmeler kesin olarak hükümsüzdür.' Mevcut yasal düzenlemeler çerçevesinde para iadesini talep ediyorum. Aksi takdirde yasal haklarımı kullanmak üzere başvuruda bulunacağımı bildiririm.
595,bıktık artık sınırlı bağlantınızdan her akşam aynı sorun @TTDestek
596,@DigiturkDestek dijitürk üyeliğim mevcut ve otomatik ödemede kayıtlı. 2008 de kapattığım borç için eski telefon numarama avukatlık
597,Chavez’den Türk müteahhitlere davet: http://kobidestek.org/chavezden-turk-muteahhitlere-davet/
598,Powertech marka tıraş makinesi aldım fazla kullanılmadı fakat üst taraf vida kısmından dağıldı. Şu anda muhatap yok. Ankara Ulus'ta gözüken mağazalarına yazıyorum 'buradan almadınız' diyorlar. İyi de zaten mal sizin değil mi? Adamlar mallarına sahip çıkmıyor. WhatsApp üzerinden iletişime geçtim tenezzül edip cevap da vermiyorlar.
599,@AyedasDestekümraniye istiklal Mahallesi cihan sokak ne olacak elektrik sorunu
600,2 gündür telefon ışığıyla eve gidiyorumçektiğimiz rezillik yeterli @Basaksehir_Bld @BEDASDestek
601,@igdaskurumsal @igdasdesteksayın igdaş faturam zam gelecek ayda aybaşında yazılıyor zamlı fiyattan şimdi bu ay indirim geliyor diye yılbaşından önce 27 günlük fatura kesiyorsunuz indirimli olmasın diye @ekrem_imamoglu
602,Bizim Iğdır Turizm'den tek kişilik koltuktan bir otobüs bileti aldım. Otobüse bindiğim zaman öğrendim ki çift kişilik koltukta gidiyorum ve kimse bu konu hakkında bir bilgi vermiyor. Otobüslerin değiştiğini ve yapabilecekleri bir şey olmadığını söylüyorlar. Üstüne üstlük Ankara otogarında çirkin bir üslupla yalan olduğunu öyle otobüsleri olmadığını iddia ettiler. Biletim olduğu halde bunun yanında otobüse daha sonrasında gelişi güzel yolcu alıp sanki şehir içi kısa mesafe otobüsü gibi hareket ediliyor. Muhatap bulmak bir yana kimse sorun çözmüyor. Para verip yolculuk yapıyor gibi değil rica ile zorla taşımacılık yapılıyor adeta. Bir otobüs firmasından uzak demek bile iltifat olur.
603,Pegasus bagaj ücreti soygununa dur artık!2 kişi ortak aldığımız bilete 70 kg bagaj satın aldık. Birimizucaga binerken acil çıkan sorunu için geri dönmek zorunda kaldı. Pegasus bagajlar onun adına kayıtlı diye benden 3300 TL para aldı!!Bu soygundur @pegasusdestek @ucurbenipegasus
604,Yeni adresimizdeyiz ⚠️Giriş yapabilirsiniz 📲
605,TCL marka çocuk saatine bağlanamıyorum. Konuyla ilgili müşteri temsilciniz R**** hanıma ulaştığımda konuyla ilgili neredeyse konuşmama izin vermeyecek şekilde benimle üst perdeden konuşarak iletisim kurmamayı tercih etti. Sorularıma dahi kesin cevaplar vermeyerek neredeyse beni azarlayarak konuştu. Sonunda da telefonu yüzüme kapatarak görüşmeyi sonlandırdı. Hem mağduriyete sebep olup hem de müşteriyi aşağılarcasına tavırlar içerisinde olmak nasıl bir müşteri hizmetidir?
606,15 dakika müşteri hizmetlerine bağlanmak için bekledim bağlandıktan sonra operatörün bana dediği tek şey sistemimizdeki arızadan dolayı yardımcı olamıyoruz oldu küfür etmek istiyorum sabah arayıp edicem @VodafoneDestek
607,Lütfen açarmısınız şu interneti.. #superonline
608,İnternetiniz iyi hoşta 2 ay boyunca açtırma kapama işlemi yapmadığımız halde ki bunun üzerine 20 tl indirim yapıcağınız halde sadece 2 faturaya sadece 5 tl indirim yaptınız paramızı geri istiyoruz! @TurkNetDestek
609,Dünden beri internetimi kullanamıyorum ve teknik birime bağlanamıyorum. Müşteri temsilcisi iletişimi yeterince etkin değil. İnternet sağlayıcısının çözüm ve hizmet kalitesinden memnun kalmadım. Fatura geciktiğinde bağlantıyı kesme hızınız sorun çözme hızınızda da görmek isterdim.
610,Verdikleri sözü tutmuyorlar odalar doluymuş. Firmalar keyiflerine göre tarih değiştiriyorlar. 'Bakacağız' denilen telefonlara cevap verilmiyor. Bu kadar kötü internet hizmeti daha önce hiç görmedim.Oldukça kötüler ve istedikleri zaman tarih değiştiriyorlar.
611,Kayseri Halktan mağazasından aldığımız çekirdekten fare çıktı. Sağlığımızla oynuyorlar midemiz bulandı ve hepimiz hastanelik olduk. Kesinlikle bu duruma dikkat edilmeli. Kayseri Melikgazi Çarşı Halktan.
612,16 Haziran çıkışlı word tur ile Ege turu yapmak istedik sabah kahvaltısı buz gibi börekler çok sınırlı ama serpme kahvaltısı olmasına rağmen çok sınırlı ürün varsı taze değillerdi otele akşam yatmaya geldik anlaşmalı oldukları Cashmere otel kuşadasın da kalacaktık gelmeden bize farklı bir otele yatmak için yerleştireceklerini söylediler fakat pansiyon ayarlanmış otel yerine saat 21 den beri yer ayarlanmasını beklemekteyiz saat 12.30 oldu hala bekliyoruz verdiğimiz paranın karşılığını alamadığımızı ve ücret iadesi olmasını talep ediyorum.
613,@TurkNetDestek Yalan turknet boş laf sadece cevap veren de yok
614,Kablo Net arızası 10 saattir devam ediyor. Muhataplar hiçbir bilgi vermiyor evden çalışıyorum ve internetim 10 saattir yok. Faturayı birkaç gün ödemesek anında kesiyorlar ama hiçbir mağduriyet giderilmiyor. Tüketici Mahkemesi'ne de başvuru yapacağım. Rezil ediyorlar insanı
615,#MutluYıllar ne kadar da karanlık bir yeni yıl. Teşekkürler @enerjisa @enerjisadestek @toroslardestek
616,@Diysinbanaki @TurkTelekom @DSmartDestek Birey olarak çözmeye çalıştım ama başaramadım 😂
617,Pttcell de 537 *******77 numaralı hattımın otomatik ödeme talimatından kaynaklanan bir problem sebebiyle ödemesi gecikmiş ve tarafıma 16/11/2023 tarihinde aşağıdaki mesaj gönderilmiştir. \nDeğerli müşterimiz 5374****77 numaralı mobil aboneliğinize ait 135.00 TL'lik faturanızın son ödeme tarihi geçmiştir. Hizmetinizin 23.11.2023/27.11.2023 tarihleri arasında ödenmemiş borç nedeni ile kısıtlanmaması için ödemenizi gerçekleştirmenizi rica ederiz. Bir takvim yılında ilk kısıtlama hariç hizmetiniz her kısıtlandığında 109.14 TL hizmet kapama bedeli bir sonraki faturanıza yansıtılır. Ödemenizi bayi ve ofislerimizden Türk Telekom Online işlemler web sitemizden mobil uygulamamız üzerinden veya internet bankacılığını kullanarak güvenle yapabilirsiniz. Ödeme işleminizi gerçekleştirmeniz durumunda hizmetiniz en geç 24 saat içerisinde açılacaktır.\n\n Mesajda \
618,Onayınız kapalı @UPSDestekkargomu kaybetmissiniz kargom nerdeee ?
619,@YouwinDestek ödemeler neden gerçekleşmiyolar?
620,Payfixte hiçbir banka hesabından para çekemiyorum. Her bankada geçici süreliğine kullanılamıyor başka banka deneyin diyor ama sorun bankalar değil ne zaman çözülür. Yaklaşık birkaç saattir bu sorun var paramı çekmek istiyorum fakat hiçbir bankadan çekemiyorum yardımcı olursanız sevinirim
621,2024 model 3008 aracımı 1 ay önce aldım. Lastiğim patladı. Stepne taktım fakat ebatı aynı değil. Daha ince. Neden aynı ebatta stepne bırakılmıyor? Şimdi nasıl döneceğim bu yolu bilmiyorum. Peugeot'un mağduriyetimi gidermesini bekliyorum. Dağ başında kaldık.
622,4 yıldır internet kullanıyorum. 2023 Kasım ayında sözleşmem bitti ve yeni tarife olarak 250 TL önerildi. 2024 Şubat ayında ise sözleşmemin bittiği ve tarifemin 350 TL'ye çıktığı bildirildi. Bu durumun 5 gün içinde yazılı olarak iptal edilebileceği belirtildi. Bu durum müşteri memnuniyetini zedeleyen bir uygulama olarak düşündürücü.
623,telefon nakli bu kadar mi zor olabilir @TTDestek
624,Sizden ricam ivedi lazım pasaport ne zaman elime ulaşır ? @TCNufus @TCNufusDestek
625,Gümüşhane Kelkit ilçesinde ikamet etmekteyim. PTT şubesine gitti PTT sel hattına müracaat etmek istedim. Biz yapmıyoruz diye Erzincan veya Gümüşhane ye yönlendirildi iki yıl önce PTT hattını kullanmıştım şimdi ise müdür beye sordum niye PTT sel hattı vermiyorsunuz diye eleman yetersizliği nedeniyle bahane buldular Saygılarımla musa T**** bahçeli evler mah. T**** sok. T**** AP. Daire. 4 Kelkit Gümüşhane
626,Netflix Türkiye. 30-40 yıl önce çekilmiş filmleri yeni içerik diye önümüze çıkarıyor. Kesinlikle aldığı parayı hak etmiyor. Gündemde olan ne yeni bir dizi ne de yeni bir film içeriği var. Gerçekten kandırıldığımızı hissediyorum. Ayıp ya... Bu kadar para alıp karşılığını vermemek nasıl bir şey acaba...
627,Eski adı Anadolu Jet yeni adı Ajet olan havayolu şirketinden online bilet aldım ve tarihi yanlış girmişim. Bilet oluştuktan sonra fark ettim ve 1 dakika sonra çağrı merkezini aradım. Aldığım biletin özelliğinden dolayı tarih değiştirsem bile bilet başına 55 dolar kesinti olacağını dile getirdiler. 1 dakikalık bir hatanın bana 110 dolara mal olmaması gerekiyordu. Doğum günüm olmasına rağmen beni kırmamalarını ve tarihi 2 gün erkene almalarını rica ettim ancak hiç oralı olmadılar. Bir daha asla bu şirket ile uçmayı düşünmüyorum.
628,Safsata Savar severlere güzel bir haberim var. 😊 Bugün @ilkercanikligil ‘le @destekyayinlari ‘ndan çıkacak yeni kitabımız için ilk bölümü tamamladık. Bize kitap fikrini sunan Genel Yayın Yönetmeni @erturkaksun  Yayın Koordinatörü @ozlemesmergul ve Editör @ozlemkusku eşliğinde.
629,Her yerdeler bisiklet yolunda kaldırımdalar ve düzgün park edilmiyorlar. Her seferinde bu sıkıntıyı yaşıyoruz. Mersin'de bıktım kaldırıp yere fırlatmak istiyorum. Bu soruna acil çözüm bulunmalı. Belli bir park alanları olmalı ve düzenli bir şekilde park edilmeliler.
630,8 Haziran 2024 tarihinde Vodafone faturalıya geçmek için başvuru yaptım. E-devlet üzerinden hattımı onayladım ve hattım kurye ile bana yollandı. Ancak hattı teslim aldıktan hemen sonra \
631,Kazananları tebrik ederiz! Kendileriyle DM yoluyla iletişime geçilecektir. #AvealılarBilir
632,Turkcell bebeğimsin
633,Kurye kesinlikle gelip almıyor. Bir de pişkin pişkin gönderiniz alınmıştır diye not düşüyorlar. Hep bir bahaneleri var. Türkiye' de işi hakkıyla yapan 1 tane kurum yok mu ? @UPSTurkiye @UPSDestek @UPS #Persembe
634,5-6 kere kullandığım düdüklü tencerem içinde çorba varken patladı. Şu an tencerem kullanılamaz halde. Her yer batmış halde. Yüzüme de gelebilirdi. Çok güvenerek ve Emsan kalitesine inanarak aldım. Birçok ürünümde Emsan daha önce hiç böyle bir şey başıma gelmemişti. Mağduriyetimin giderilmesini istiyorum
635,Ürün eksik geldi. Kaynak makinesinin kaynak ucu takma aparatı yok yollamadılar. Eksik geldi ve gelen maske camı kırık geldi. Şu anda hiçbir işime yaramıyor. Telefonla satıcıya ulaştım Moonshop İstanbul. Ancak nereye şikayet edersen et diyor. Hayatımda ilk defa böyle bir şey yaşıyorum. Böyle kişiler nasıl Koçtaş mağazasına ürün yolluyor? Aslında Koçtaş suçlu ben onlardan aldım ürünü onlar Moonshop İstanbul'dan alıyor. Kar ile satıyorlar. Ama Moonshop İstanbul ilgilenmiyor. Biz çok mağdur olduk. 5 bin TL çöpe gitti.
636,@GsstoreDestek mrbocakta parasını ödediğim halde tamamlanamayan siparişimden sonrane ürün ne de ücret iadesi alabildimilgilenebilirmisinz
637,İzmir Örnekköy'deki Köfteci Yusuf'a 12 Haziran akşam saatleri 21.50 sularında yemek yemek için uğradık. Ancak bizimle ilgilenen garson hanım masamıza gelen her tabağı masaya vurdurarak ve fırlatarak koydu. Diğer komi arkadaşlar da aynı şekildeydi. Mutsuz sinirli ve hiç hoş olmayan bir hizmetti. Bir daha asla Köfteci Yusuf'a girmek gibi bir hatada ben ve ailem olarak bulunmayacağız.
638,Arayabilirmisinz beni telefonuma hosuma gitmeyen bir sms geldide fatura tutariniz diye basliyor ve benim sinirlenmemle bitiyr @DSmartDestek
639,ねぇそういう仕打ち
640,Ankara Peri Beauty'de taktırdığım kirpik 3. gününde dökülmeye başladı. Şu anda 10. gün ve neredeyse kirpik kalmadı gözümde. Daha önce başka yerlerde de kirpik taktırmış biri olarak ipek kirpik 3 hafta sağlıklı kullanılan bir işlem sonuçta 3 haftadan sonra artık kullanılamaz hale gelir.
641,Sizinle iletişime geçtikten 3 gün sonra pasaportlarımız teslim edildik. Bu hızlı hizmet için teşekkür ederim.@TCNufusDestek @TCNufus
642,🇹🇷...Il bellissimo Kerem Bürsin per Turkcell...🇮🇹#serieturche #serieturchesubita #turchiaconfurore #KeremBürsin#güneşibeklerken#şerefmeselesi #immortals #muhtesemikili #aynenaynen #sençalkapimi #loveisintheair #YaÇokSeversen
643,Kariyer Durakları etkinliğimizin bu seferki durağı Turkcell Global Bilgiydi. 4 Mart 'ta gerçekleştirdiğimiz etkinliğimize; işe alım teknikleri Global Bilgi'deki iş yaşamı hakkında bilgi sahibi olduk. Katılım gösteren tüm üyelerimize teşekkür ediyoruz. #IktisatToplulugu
644,2014 -Turkcell Superonline Ad#KeremBürsin
645,3sa 20dk rotar vakit geldi hala ucak yok23:55 ucagini 21:30 ucagindan once kaldiriyosunuz !! @pegasusdestek @ucurbenipegasus
646,..
647,Çekim talebi veriyorum başka banka kullanın uyarısı çıkıyor farklı bankaları deniyorum ve aynı uyarı. Çekimleri kapatmışsınız. Ben bu olayda kötü niyetli olduğunuzu düşünüyorum. Bir an önce bu durumu çözün acil para lazım çekim yapmalıyım. Artık Payfix'e güvenim kalmadı
648,Tam dairemin balkonuna denk gelen elektrik direğini kaldırabilir misiniz ? Ailemden biri çarpıldıktan sonra haberlere çıkmak ve ondan sonra önlem alınmasını istemiyorum. Çekmeköy İstanbul @enerjisa @enerjisadestek @Cekmekoybeltr @enerjibakanligi @SabanciHolding
649,Turkcell ile gerçekleştirdiğimiz Geleceği Yazan Kadınlar Projesi'nin final gecesi. #tobb #turkcell
650,Abone olana kadar hızlıca yanıt veren müşteri hizmetleri abone olduktan sonra en az 10-15 dakika beklemeniz gerekebiliyor. Haftada 3-5 gün gece 02:00'den sonra kesintiler yaşanıyor. Müşteri hizmetlerine telefonla ulaşmak oldukça güç olduğu için internet üzerinden arıza bildiriminde bulunuyorsunuz 2-3 gün sonra ise hattınızda bir sorun olmadığına dair geri dönüş alıyorsunuz. Memnuniyetsizlik veren hizmet! Görselde müşteri hizmetlerinin açılmasını beklediğim süreyi görebilirsiniz.
